Formula,band_gap,density,vpa,packing fraction,avg d valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,transition metal fraction, mean Number, avg_dev Number, avg_dev MendeleevNumber, mean AtomicWeight, avg_dev AtomicWeight, mean MeltingT, avg_dev MeltingT, mode MeltingT, avg_dev Column, mean Row, avg_dev Row, range CovalentRadius, mean CovalentRadius, avg_dev CovalentRadius, mode CovalentRadius, range Electronegativity, mean Electronegativity, avg_dev Electronegativity, mean NdValence, avg_dev NdValence, avg_dev NValence, avg_dev NUnfilled, range GSvolume_pa, mean GSvolume_pa, mean GSbandgap, mean SpaceGroupNumber, avg_dev SpaceGroupNumber
Na5Nd4Ge4O16F,3.723,4.901345818,14.2006632,0.647757303,1.333333333,0.292553191,0.409574468,0.212765957,0,18.66666667,14.57777778,32.00666667,41.91552165,35.48025512,426.875,440.44,54.8,5.786666667,2.966666667,1.095555556,144,107.5666667,47.70888889,66,3.05,2.542333333,1.053355556,1.333333333,2.311111111,2.111111111,2.062222222,25.705,17.76213889,0.116733333,100.9333333,100.5911111
Er2Ge2O7,3.727,6.994551908,12.77223574,0.481118213,1.818181818,0.224489796,0.326530612,0.204081633,0,23.27272727,19.43801653,14.94214876,53.79943636,48.10913719,576.9454545,664.5487603,54.8,3.73553719,3.090909091,1.388429752,123,98.18181818,40.95867769,66,2.2,2.78,0.84,1.818181818,2.975206612,3.702479339,0.595041322,21.48,15.53772727,0.069636364,83.81818182,91.40495868
Ho2Ge2O7,3.738,6.863273764,12.91409941,0.475833044,1.818181818,0.229166667,0.333333333,0.208333333,0,23.09090909,19.20661157,15.53719008,53.37604,47.57026909,572.7636364,659.2264463,54.8,3.73553719,3.090909091,1.388429752,126,98.72727273,41.65289256,66,2.21,2.778181818,0.84231405,1.818181818,2.975206612,3.47107438,0.694214876,21.62833333,15.56469697,0.069636364,83.81818182,91.40495868
Ba5B3ClO9,3.751,4.651650512,17.8194845,0.711449562,0,0.45,0.55,0,0,21.33333333,19.25925926,30.12345679,49.91753333,48.56081481,706.0444444,710.6271605,54.8,5.37037037,3.166666667,1.574074074,149,112.3888889,57.00617284,66,2.55,2.482777778,1.032469136,0,0,1.839506173,1.148148148,56.4175,24.77277778,0.3925,100.8333333,92.92592593
BaNaNd(GeO3)3,3.756,4.801772419,15.36523003,0.543509997,2,0.276190476,0.4,0.285714286,0,19.66666667,15.15555556,24,44.43155795,36.9774947,452.818,488.548,54.8,4.32,3,1.2,149,102.4,43.68,66,2.55,2.663333333,0.932,2,3.2,2.8,1.475555556,54.485,18.57355556,0.0766,95.66666667,100.4
SrGaBO4,3.768,3.633865228,15.15492957,0.460997092,1.428571429,0.333333333,0.428571429,0.238095238,0,15.14285714,11.06122449,18.20408163,33.16451429,26.00399184,560.0157143,650.8481633,54.8,3.265306122,2.714285714,1.020408163,129,95,36.28571429,66,2.49,2.651428571,0.90122449,1.428571429,2.448979592,2,1.387755102,47.0575,16.66857143,0.217714286,71.85714286,70.65306122
Ba5B4O11,3.791,4.720123283,15.93429259,0.716665539,0,0.454545455,0.545454545,0,0,19.4,18.3,27.75,45.29362,46.01669,749.74,764.434,54.8,4.95,3,1.5,149,106.85,54.075,66,2.55,2.5225,1.00925,0,0,1.76,1.16,56.4175,22.33975,0.3048,97.05,93.555
K2Ga2B2O7,3.799,3.025219225,14.83126125,0.617657687,1.538461538,0.315789474,0.421052632,0.263157895,0,12.76923077,7.526627219,20.5443787,27.02003077,16.85576568,489.1138462,571.9649704,54.8,3.621301775,2.615384615,0.852071006,137,98.46153846,39.40828402,66,2.62,2.570769231,0.936094675,1.538461538,2.603550296,2.366863905,1.372781065,65.93416667,20.15448718,0.234461538,77.07692308,74.10650888
Ba5B3BrO9,3.801,4.786474532,18.1742773,0.704230344,0.555555556,0.4,0.488888889,0.111111111,0,22.33333333,20.11111111,30.15432099,52.38703333,50.24631111,711.2777778,705.9753086,54.8,5.37037037,3.222222222,1.62962963,149,113.3888889,57.18518519,66,2.55,2.471666667,1.022592593,0.555555556,1.049382716,2.333333333,1.148148148,56.4175,25.04958333,0.334944444,100.8333333,92.92592593
Ba3Y(BO3)3,3.815,4.758922942,14.77103011,0.698913081,0.0625,0.444444444,0.541666667,0.013888889,0,18.375,16.6875,27.5625,42.33215313,41.44477969,771.0125,805.7390625,54.8,4.875,2.9375,1.40625,149,105.0625,51.84375,66,2.55,2.560625,0.989296875,0.0625,0.1171875,1.6875,1.6875,56.4175,20.41234375,0.28575,92.9375,91.0546875
Li2Ta2O3F6,3.833,4.51886654,15.20092013,0.288120873,0.461538462,0.24,0.42,0.06,0.153846154,17.69230769,17.01775148,28.33136095,41.36664455,42.94807244,613.2907692,823.6028402,53.5,5.822485207,2.615384615,1.041420118,113,87.38461538,37.91715976,57,3,3.012307692,1.090650888,0.461538462,0.781065089,3.479289941,1.49112426,9.015,11.92205128,0.909230769,80.15384615,91.59763314
KTaGeO5,3.833,4.826066752,16.02896861,0.546490347,1.625,0.234375,0.34375,0.203125,0.125,20.5,16,22.5625,46.5853975,40.10427125,638.99125,805.854375,54.8,4.75,3,1.25,137,102.875,46.09375,66,2.62,2.69125,0.9359375,1.625,2.4375,4.25,1.375,64.00166667,19.96958333,0.047875,92.875,101.09375
Rb2GeB4O9,3.844,3.136360481,14.25585113,0.593340553,0.625,0.365853659,0.512195122,0.12195122,0,12.375,8.609375,17.28125,26.9258875,20.34974219,732.595,867.553125,54.8,3.1875,2.5,0.8125,154,93.125,35.078125,66,2.62,2.673125,0.862734375,0.625,1.171875,2.09375,1.28125,83.55,19.6928125,0.4049375,90.9375,88.8046875
BAsO4,3.875,4.019623402,10.3091269,0.20309159,1.666666667,0.285714286,0.476190476,0.238095238,0,11.66666667,7.111111111,4,24.95503333,16.65552222,609.5333333,739.6444444,54.8,0.888888889,2.333333333,0.555555556,53,77.83333333,15.77777778,66,1.4,2.996666667,0.591111111,1.666666667,2.777777778,2.666666667,0.888888889,15.0025,10.96125,0.254,63.33333333,68.44444444
B2Se2O7,3.894,3.578819756,12.29734787,0.179045147,1.818181818,0.275,0.475,0.25,0,12.18181818,7.933884298,4.595041322,26.50343636,19.07511405,551.6,653.2363636,54.8,0.892561983,2.363636364,0.595041322,54,79.09090909,16.66115702,66,1.4,3.023636364,0.529917355,1.818181818,2.975206612,3.173553719,0.892561983,18.7475,11.81090909,0.422363636,40.36363636,45.68595041
Sr5B3BrO9,3.899,4.145686868,15.45288497,0.682298215,0.555555556,0.4,0.488888889,0.111111111,0,17.33333333,13.44444444,30.55555556,38.57953333,31.83631111,725.1666667,721.4074074,54.8,5.37037037,2.944444444,1.259259259,129,107.8333333,49.77777778,66,2.49,2.488333333,1.004074074,0.555555556,1.049382716,2.333333333,1.148148148,47.0575,22.44958333,0.334944444,99.72222222,91.69135802
Zr3GeO8,3.901,5.967645499,10.99827444,0.471400113,1.333333333,0.324324324,0.459459459,0.216216216,0,18,13.33333333,15.79166667,39.5256,31.36826667,669.4833333,819.5777778,54.8,4.416666667,2.916666667,1.222222222,109,97.75,42.33333333,66,2.11,2.793333333,0.862222222,1.333333333,1.777777778,1.305555556,2.222222222,14.09,13.78583333,0.031916667,75.25,84.33333333
Ba4NaAl2B8(BrO6)3,3.908,3.88007237,14.74640137,0.495955236,0.833333333,0.358585859,0.48989899,0.151515152,0,15.27777778,12.33641975,18.27006173,34.45694574,30.4345211,744.6002778,790.3631173,54.8,3.342592593,2.694444444,1.00308642,149,96.88888889,36.61728395,66,2.55,2.634166667,0.860138889,0.833333333,1.527777778,2.416666667,1.388888889,56.4175,17.39648148,0.460083333,92.52777778,85.28240741
CaGaBO4,3.961,3.150618161,13.89983249,0.409289126,1.428571429,0.333333333,0.428571429,0.238095238,0,12.57142857,7.387755102,18.44897959,26.3728,16.30154286,569.3014286,664.1134694,54.8,3.265306122,2.571428571,0.816326531,110,92.28571429,32.40816327,66,2.44,2.658571429,0.893061224,1.428571429,2.448979592,2,1.387755102,30.5975,14.31714286,0.217714286,71.85714286,70.65306122
Sr5B3ClO9,3.964,3.963466296,15.12870719,0.688906368,0,0.45,0.55,0,0,16.33333333,12.11111111,30.52469136,36.11003333,28.61664815,719.9333333,726.0592593,54.8,5.37037037,2.888888889,1.185185185,129,106.8333333,48.98148148,66,2.49,2.499444444,1.013950617,0,0,1.839506173,1.148148148,47.0575,22.17277778,0.3925,99.72222222,91.69135802
LaGeBO5,4.03,5.03316086,12.46904686,0.464519475,1.375,0.32,0.46,0.22,0,16.75,13.875,16.1875,37.79418375,33.98927563,628.3,716.875,54.8,2.875,2.75,1.125,141,92.625,35.4375,66,2.34,2.79375,0.8078125,1.375,2.15625,1.9375,1.875,29.725,14.075,0.238375,80.625,85.78125
Sr2Be2B2O7,4.079,3.593061783,11.62069986,0.583819412,0,0.464285714,0.535714286,0,0,11.53846154,8.142011834,19.66863905,25.14478185,19.22314405,792.2769231,794.2059172,54.8,5.680473373,2.461538462,0.781065089,129,93.23076923,32.16568047,66,2.49,2.553846154,0.954319527,0,0,1.822485207,1.136094675,47.0575,15.56307692,0.234461538,96.46153846,90.95857988
Rb2Al2B2O7,4.079,2.942743347,15.56189494,0.675041311,0,0.428571429,0.571428571,0,0,12.76923077,7.526627219,20.23668639,27.57819055,17.81218752,582.42,651.2707692,54.8,3.621301775,2.615384615,0.852071006,154,100.9230769,42.81656805,66,2.62,2.54,0.969230769,0,0,1.822485207,1.372781065,83.55,22.49884615,0.234461538,101.8461538,96.75739645
K2Bi2(SO4)2Cl4,4.08,3.671306539,20.85852207,0.415204703,1.111111111,0.22972973,0.445945946,0.135135135,0,20.44444444,13.90123457,16.9382716,46.11636667,36.19200741,203.5211111,146.3837037,54.8,2.987654321,3,0.888888889,137,102.6666667,32.88888889,66,2.62,2.833333333,0.684444444,1.111111111,1.975308642,4.617283951,0.518518519,64.00166667,24.13983796,0.798666667,54.11111111,46.79012346
K3Ba3Li2Al4B6O20F ,4.101,3.082515924,14.57154034,0.617668469,0,0.43452381,0.56547619,0,0,12.35897436,7.867192636,25.34911243,27.04965276,18.81938377,612.5217949,659.4408547,54.8,4.46416831,2.564102564,0.838921762,158,99.35897436,41.11242604,66,3.16,2.526923077,1.011005917,0,0,1.873767258,1.301775148,65.93416667,19.07792735,0.284974359,102.1282051,96.90729783
KSrCO3F,4.103,2.930426691,16.65361577,0.710161091,0,0.40625,0.59375,0,0,13.71428571,8.448979592,32.93877551,29.38937189,19.41130178,775.3471429,949.2302041,54.8,5.836734694,2.714285714,1.020408163,146,104.1428571,54.20408163,66,3.16,2.66,1.045714286,0,0,1.918367347,0.897959184,67.46666667,24.28559524,0.923714286,99.85714286,99.55102041
CsBa(BO2)3,4.112,3.717742855,16.18757317,0.721080287,0,0.4375,0.5625,0,0,15.81818182,14.42975207,22.31404959,36.24198654,35.95426888,788.5809091,889.0320661,54.8,4.016528926,2.727272727,1.190082645,178,100.6363636,46.85950413,66,2.65,2.585454545,0.932231405,0,0,1.785123967,1.338842975,108.5925,23.2275,0.415636364,93.45454545,88.85950413
Tm2Ge2O7,4.136,7.123839366,12.61143525,0.487252649,1.818181818,0.22,0.32,0.2,0,23.45454545,19.66942149,14.34710744,54.10402,48.49678909,585.6727273,675.6561983,54.8,3.73553719,3.090909091,1.388429752,124,98.36363636,41.19008264,66,2.19,2.781818182,0.83768595,1.818181818,2.975206612,3.933884298,0.661157025,20.675,15.39136364,0.069636364,83.81818182,91.40495868
Rb5Li6(BO2)11,4.148,2.760280593,12.85054396,0.701474128,0,0.4375,0.5625,0,0,9.863636364,6.167355372,29.86363636,21.3612,14.56968182,711.7736364,818.1131818,54.8,5.25,2.340909091,0.604338843,154,96.45454545,36.68181818,66,2.62,2.456818182,0.983181818,0,0,2,1.25,83.55,18.91772727,0.381,104.75,92.75
Rb3Y2(BO3)3,4.168,3.83769054,15.54237539,0.86217106,0.117647059,0.430555556,0.541666667,0.027777778,0,16.23529412,12.68512111,31.57785467,35.92015882,29.95462422,710.1517647,834.2636678,54.8,5.584775087,2.882352941,1.24567474,154,110.9411765,57.09342561,66,2.62,2.469411765,1.027681661,0.117647059,0.207612457,1.868512111,2.01384083,83.55,25.90352941,0.268941176,98.88235294,91.99307958
Ba3Mg3(BO3)3F3,4.19,4.21262047,13.48325375,0.652421055,0,0.4375,0.5625,0,0,15.14285714,11.67346939,19.06122449,34.2056576,29.46324069,641.2714286,670.6244898,54.8,5.551020408,2.714285714,1.020408163,158,99.28571429,44.97959184,66,3.09,2.648571429,1.05877551,0,0,1.918367347,1.183673469,56.4175,18.66785714,0.499142857,91.42857143,89.91836735
BiB2O4F,4.191,5.988139831,10.87028724,0.304095917,1.25,0.242424242,0.393939394,0.151515152,0,16.75,16.5625,5.9375,39.1998004,42.4451499,689.1375,829.43125,54.8,1.1875,2.5,0.875,91,79.625,19.28125,66,1.96,2.98,0.71,1.25,2.1875,5.1875,1.1875,25.7775,11.6778125,0.62725,50.875,57.5625
B4PbO7,4.208,5.846993599,8.577705177,0.398826935,0.833333333,0.292682927,0.414634146,0.12195122,0,13.16666667,11.47222222,6.416666667,30.20331667,29.49944722,864.6841667,988.8772222,54.8,1.361111111,2.333333333,0.611111111,80,78.66666667,14.77777778,66,1.4,2.880833333,0.652361111,0.833333333,1.527777778,3.527777778,1.361111111,20.9375,10.04458333,0.508,81.08333333,80.59722222
TlB3O5,4.222,4.79190285,12.19837524,0.37320205,1.111111111,0.272727273,0.363636364,0.151515152,0,15.11111111,14.64197531,6.913580247,35.20147778,37.59596049,877.2222222,980.5185185,54.8,1.481481481,2.444444444,0.790123457,79,80.77777778,16.41975309,66,1.82,2.771111111,0.743209877,1.111111111,1.975308642,4.37037037,1.481481481,19.7375,10.43916667,0.508,83.55555556,79.50617284
Ca5B3O9F,4.236,2.814484589,12.97391554,0.593194738,0,0.45,0.55,0,0,10.88888889,5.061728395,30.89506173,21.98977796,10.04901225,731.4277778,751.9530864,54.8,5.37037037,2.555555556,0.802469136,119,99.05555556,42.74691358,66,2.98,2.558888889,1.039012346,0,0,1.839506173,1.148148148,30.5975,16.77888889,0.363444444,97,94.11111111
BPPbO5,4.259,5.543477247,12.31824006,0.362411236,1.25,0.242424242,0.393939394,0.151515152,0,17.75,16.0625,3.90625,41.12272025,41.51931994,442.48875,515.908125,54.8,0.9375,2.625,0.9375,80,83.375,21.71875,66,1.4,2.97,0.5875,1.25,2.1875,4.9375,0.9375,20.9375,12.92221726,0.393625,56.625,69.4375
BAsO4,4.261,3.61799956,11.45351376,0.182799533,1.666666667,0.285714286,0.476190476,0.238095238,0,11.66666667,7.111111111,4,24.95503333,16.65552222,609.5333333,739.6444444,54.8,0.888888889,2.333333333,0.555555556,53,77.83333333,15.77777778,66,1.4,2.996666667,0.591111111,1.666666667,2.777777778,2.666666667,0.888888889,15.0025,10.96125,0.254,63.33333333,68.44444444
Ba3Sr4B3O9F5,4.352,4.713951337,15.17480621,0.761703616,0,0.428571429,0.571428571,0,0,18.83333333,15.68055556,32.10069444,43.078359,38.40937392,625.1958333,666.0034722,54.8,5.6875,3,1.416666667,158,106.5,56.625,66,3.09,2.64375,1.153958333,0,0,1.972222222,1.166666667,56.4175,23.32041667,0.600916667,94.5,95
Rb3Al2(PO4)3,4.354,2.894429822,17.07567106,0.594035113,0,0.385416667,0.614583333,0,0,13.9,7.26,20.565,29.76402816,17.0740517,220.691,199.0692,54.8,3.75,2.7,0.84,154,100.75,41.7,66,2.62,2.6765,0.9162,0,0,1.5,0.75,81.6175,24.10491071,0.24375,64.35,81.525
KCaCO3F,4.355,2.523223844,14.87156732,0.708023677,0,0.40625,0.59375,0,0,11.14285714,4.775510204,33.14285714,22.5976576,9.7088528,784.6328571,962.4955102,54.8,5.836734694,2.571428571,0.816326531,146,101.4285714,50.32653061,66,3.16,2.667142857,1.03755102,0,0,1.918367347,0.897959184,67.46666667,21.93416667,0.923714286,99.85714286,99.55102041
BAsH4NO4F,4.366,2.60388126,9.925375938,0.121724411,0.833333333,0.344827586,0.482758621,0.172413793,0,7.5,4.833333333,4.125,15.56392193,10.7556786,319.1491667,466.6169444,14.01,6.444444444,1.833333333,0.555555556,88,59.91666667,19.76388889,31,1.94,2.816666667,0.646666667,0.833333333,1.527777778,2.861111111,0.833333333,15.56,9.7253125,3.44525,113.75,84.29166667
RbMgBO3,4.373,3.233635464,14.42839388,0.852318699,0,0.458333333,0.541666667,0,0,13,8,21.16666667,28.097,19.1236,624.6433333,673.9044444,54.8,6.111111111,2.666666667,0.888888889,154,107.1666667,48.88888889,66,2.62,2.415,1.025,0,0,2,1,83.55,24.68333333,0.254,104.1666667,92.16666667
KBS4(ClO3)4,4.374,1.921867513,20.10717058,0.206941879,0,0.3359375,0.6640625,0,0,11.45454545,4.355371901,8.446280992,23.27155,9.066031818,253.7259091,246.8740496,54.8,1.520661157,2.454545455,0.537190083,137,86.68181818,22.80578512,66,2.62,3.05,0.465454545,0,0,0.694214876,0.41322314,65.93416667,17.7580303,0.922909091,48.86363636,40.21487603
K3Al2(PO4)3,4.383,2.337645884,16.20201625,0.535713853,0,0.385416667,0.614583333,0,0,11.2,3.84,20.82,22.80860316,8.171043792,224.3015,203.4018,54.8,3.75,2.55,0.66,137,98.2,38.64,66,2.62,2.6765,0.9162,0,0,1.5,0.75,64.00166667,21.46253571,0.24375,64.35,81.525
Rb4Ge3B6O17,4.401,3.478982392,14.26583221,0.637434381,1,0.337349398,0.481927711,0.180722892,0,13.66666667,9.888888889,18.22222222,29.88823333,23.37157111,663.4546667,783.4072,54.8,3.333333333,2.6,0.92,154,95.53333333,38.08444444,66,2.62,2.667666667,0.875311111,1,1.8,2.222222222,1.2,83.55,20.99083333,0.3431,93.03333333,91.83777778
Er2Be2GeO7,4.43,6.783252109,10.95842762,0.525557251,0.833333333,0.272727273,0.340909091,0.113636364,0,19.33333333,18.33333333,15.55555556,44.764847,45.47724317,687.9166667,738.6361111,54.8,5.888888889,2.833333333,1.25,123,96,35,66,2.2,2.6425,0.930416667,0.833333333,1.527777778,3.333333333,0.611111111,22.695,13.64083333,0.031916667,90.41666667,91.48611111
SbF3 ,4.439,4.740151397,15.65509116,0.22901251,2.5,0.222222222,0.5,0.277777778,0,19.5,15.75,3,44.6888024,38.5355988,266.07,318.855,53.5,0.75,2.75,1.125,82,77.5,30.75,57,1.93,3.4975,0.72375,2.5,3.75,3,0.75,21.8525,15.170625,1.4775,52.75,56.625
CaAlBO4,4.45,2.522329123,13.34240667,0.415450973,0,0.4375,0.5625,0,0,10,3.714285714,18.40816327,20.26687694,7.578795633,659.3814286,690.9502041,54.8,3.265306122,2.428571429,0.612244898,110,92.14285714,32.20408163,66,2.44,2.63,0.925714286,0,0,1.632653061,1.387755102,30.5975,13.9775,0.217714286,94.85714286,94.69387755
Li3AlSiO5,4.455,2.53737134,10.20175934,0.55471369,0,0.425,0.575,0,0,7.6,2.76,34.74,15.58870386,5.188622316,425.554,370.754,54.8,6,2.2,0.32,62,94.6,28.6,66,2.46,2.365,1.075,0,0,2,0.92,11.335,13.2225,0.0773,119.9,107.9
Dy2Be2GeO7,4.469,6.547064955,11.15258418,0.516407768,0.833333333,0.285714286,0.357142857,0.119047619,0,19,17.83333333,16.44444444,43.97168033,44.28749317,673.75,722.1083333,54.8,5.888888889,2.833333333,1.25,126,96.5,35.75,66,2.22,2.639166667,0.934305556,0.833333333,1.527777778,2.833333333,0.916666667,23.35,13.75,0.031916667,90.41666667,91.48611111
RbBe2B3O7,4.504,2.668208035,11.86859497,0.50625178,0,0.446428571,0.553571429,0,0,8.923076923,4.319526627,13.91715976,19.07084338,10.2149164,835.3892308,921.0852071,54.8,4.769230769,2.230769231,0.426035503,154,86.61538462,23.40828402,66,2.62,2.627692308,0.874792899,0,0,1.822485207,1.24260355,83.55,14.75038462,0.351692308,92.23076923,86.40236686
Pr2Be2GeO7,4.518,5.512772347,12.16100817,0.529400158,0.833333333,0.342857143,0.428571429,0.142857143,0,17.83333333,16.08333333,19.55555556,40.37295533,38.88940567,593.5833333,628.5805556,54.8,5.888888889,2.833333333,1.25,137,98.33333333,38.5,66,2.31,2.624166667,0.951805556,0.833333333,1.527777778,1.555555556,2.666666667,27.785,14.48916667,0.031916667,90.41666667,91.48611111
K6Al4Si6BH4ClO24,4.519,2.379445704,14.34134433,0.549532725,0,0.41,0.59,0,0,10.17391304,4.088846881,18.74102079,20.55022423,8.570788807,429.6934783,499.0109452,54.8,4.858223062,2.413043478,0.694706994,172,92.65217391,38.90926276,66,2.62,2.593913043,0.907485822,0,0,1.839319471,1.007561437,66.49166667,19.64891304,0.871021739,107.173913,101.1890359
LiGeBO4,4.531,3.494061148,10.48186588,0.369929188,1.428571429,0.30952381,0.452380952,0.238095238,0,10.28571429,6.204081633,20.12244898,22.05565714,14.45266939,604.6128571,671.4783673,54.8,3.510204082,2.285714286,0.489795918,62,85.14285714,22.20408163,66,2.46,2.684285714,0.863673469,1.428571429,2.448979592,2.285714286,1.102040816,15.8325,11.88440476,0.272428571,95.42857143,95.34693878
Cs2Li3(BO2)5,4.535,2.951733153,14.08331103,0.736561506,0,0.4375,0.5625,0,0,11.2,8.76,29.775,25.03414519,21.57426134,712.6125,817.69375,54.8,5.25,2.4,0.72,178,97.6,38.4,66,2.65,2.456,0.984,0,0,2,1.25,108.5925,20.411125,0.381,104.75,92.75
RbGeB3O7,4.586,3.122934056,13.40549823,0.476132992,0.833333333,0.348484848,0.5,0.151515152,0,11.66666667,7.611111111,13.77777778,25.21138333,17.94750556,745.955,878.5966667,54.8,2.555555556,2.416666667,0.694444444,154,87.83333333,27.38888889,66,2.62,2.7525,0.802083333,0.833333333,1.527777778,2,1.277777778,83.55,16.58166667,0.412916667,86.33333333,86.72222222
K2Al2B2O7,4.594,2.370008282,14.32432138,0.628545122,0,0.428571429,0.571428571,0,0,10,3.692307692,20.49704142,20.44442132,7.751075678,586.1230769,648.9919527,54.8,3.621301775,2.461538462,0.639053254,137,98.30769231,39.19526627,66,2.62,2.54,0.969230769,0,0,1.822485207,1.372781065,65.93416667,19.78871795,0.234461538,101.8461538,96.75739645
RbSbSO4F2,4.603,3.68370845,17.09390737,0.493917037,1.111111111,0.283333333,0.55,0.166666667,0,17.11111111,11.95061728,16.66666667,37.92080071,29.19693302,214.5333333,213.5555556,54.8,2.987654321,2.777777778,1.037037037,163,93.55555556,40.74074074,66,3.16,3.018888889,0.801481481,1.111111111,1.975308642,2,0.518518519,81.6175,22.65604167,0.682444444,60.33333333,63.11111111
LiK3P2O7,4.608,2.511334794,15.16626051,0.818049613,0,0.392857143,0.607142857,0,0,11.23076923,4.74556213,35.62130178,22.93686338,9.932016473,190.8830769,146.5510059,54.8,6.295857988,2.615384615,0.75739645,137,108.6923077,46.49704142,66,2.62,2.453846154,1.062011834,0,0,2.035502959,0.520710059,64.00166667,26.52221612,0.25,77.23076923,93.3964497
KMgBO3,4.616,2.461969522,13.73823064,0.776739785,0,0.458333333,0.541666667,0,0,10,3.666666667,21.44444444,20.36875,7.555266667,628.655,671.23,54.8,6.111111111,2.5,0.666666667,137,104.3333333,45.11111111,66,2.62,2.415,1.025,0,0,2,1,65.93416667,21.74736111,0.254,104.1666667,92.16666667
SrAl2B2O7,4.652,2.657865722,14.32796887,0.356826081,0,0.428571429,0.571428571,0,0,10.83333333,5.25,13.31944444,22.93340643,12.13047632,666.3783333,713.5080556,54.8,2.527777778,2.416666667,0.625,129,88.91666667,28.375,66,2.49,2.694166667,0.870138889,0,0,1.555555556,1.444444444,47.0575,13.7725,0.254,90.91666667,92.06944444
CsSbSO4F2,4.656,3.983734449,18.00356541,0.587830043,1.111111111,0.283333333,0.55,0.166666667,0,19.11111111,15.0617284,16.4691358,43.19165092,37.39603335,213.3255556,211.9451852,54.8,2.987654321,2.888888889,1.185185185,187,96.22222222,44.2962963,66,3.19,3.015555556,0.805925926,1.111111111,1.975308642,2,0.518518519,106.66,25.43854167,0.682444444,60.33333333,63.11111111
Na3B5(HO5)2,4.658,2.437975553,9.707037537,0.491025009,0,0.4375,0.5625,0,0,7,2.2,20.7,14.25170939,4.369108574,671.4315,838.28425,54.8,5.25,2.05,0.285,135,82,26.2,66,2.51,2.5895,0.8505,0,0,2,1.25,22.62833333,11.393625,1.1663,101.25,89.25
Sm2Be2GeO7,4.677,5.972251284,11.66341898,0.551985628,0.833333333,0.315789474,0.394736842,0.131578947,0,18.33333333,16.83333333,18.22222222,41.948347,41.25249317,617.0833333,655.9972222,54.8,5.888888889,2.833333333,1.25,132,97.5,37.25,66,2.27,2.630833333,0.944027778,0.833333333,1.527777778,1.833333333,1.916666667,25.34,14.08166667,0.031916667,85.75,86.04166667
Ca2B2O5,4.707,2.781254178,12.05868806,0.539277607,0,0.45,0.55,0,0,10,4.444444444,26.17283951,20.19722222,8.835901235,800,828,54.8,4.543209877,2.444444444,0.691358025,110,94.44444444,36.24691358,66,2.44,2.586666667,0.948148148,0,0,1.728395062,1.234567901,30.5975,15.04555556,0.338666667,93.55555556,90.61728395
Ba4NaAl2B8(ClO6)3,4.715,3.553333724,14.3713078,0.496248177,0,0.422619048,0.577380952,0,0,13.77777778,9.919753086,18.20987654,30.75269574,24.46656277,736.7502778,796.4686728,54.8,3.342592593,2.611111111,0.882716049,149,95.38888889,34.45061728,66,2.55,2.650833333,0.874027778,0,0,1.722222222,1.388888889,56.4175,16.98127315,0.546416667,92.52777778,85.28240741
AlB5H16(NO7)2,4.725,1.604701407,9.508377648,0.102563921,0,0.46875,0.53125,0,0,4.736842105,3.146814404,5,9.188646805,6.889016257,362.9192105,552.4186704,14.01,6.869806094,1.605263158,0.509695291,90,55.34210526,20.49861496,31,1.83,2.664473684,0.610969529,0,0,2.110803324,1.008310249,9.865,8.294473684,3.845842105,124.0789474,82.58448753
NaSr3Be3B3O9F4,4.755,3.383181893,12.06370428,0.567501296,0,0.432692308,0.567307692,0,0,11.30434783,6.964083176,22.55198488,24.57858818,16.44558569,693.5682609,750.5987524,54.8,5.856332703,2.434782609,0.718336484,138,91.86956522,34.42722117,66,3.05,2.673478261,1.054328922,0,0,2.018903592,1.145557656,47.0575,15.56068841,0.541391304,93.56521739,91.16068053
Na3B3(HO2)4,4.762,2.19670418,9.803029821,0.501570695,0,0.453125,0.546875,0,0,6.444444444,2.901234568,23.14814815,12.96829266,6.034809845,480.6138889,622.462037,54.8,6.740740741,1.944444444,0.419753086,135,77.88888889,31.40740741,66,2.51,2.512777778,0.824197531,0,0,2.172839506,0.962962963,22.62833333,11.58597222,1.999111111,114.2777778,90.91358025
(NH4)2PO3F,4.779,1.587570101,9.347230449,0.073112686,0,0.458333333,0.541666667,0,0,4.666666667,3.911111111,3.573333333,8.93648568,8.457115392,51.55866667,40.05191111,14.01,7.324444444,1.533333333,0.568888889,76,50.13333333,20.40888889,31,1.79,2.678,0.574933333,0,0,2.346666667,0.72,15.9552381,9.470015873,5.2862,132.8666667,81.51111111
BaB2O4,4.79,3.845530007,13.75294501,0.52345946,0,0.4375,0.5625,0,0,14,12,17.87755102,31.84951429,30.13642449,845.0285714,903.1183673,54.8,3.265306122,2.571428571,0.979591837,149,92.42857143,35.02040816,66,2.55,2.675714286,0.873469388,0,0,1.632653061,1.387755102,56.4175,16.33642857,0.435428571,87,85.71428571
Sr6B(PO4)5,4.812,3.566866274,14.71397476,0.515398412,0,0.4,0.6,0,0,14.625,8.8828125,23.66015625,31.60586906,21.0052991,354.078125,385.5908203,54.8,4.1796875,2.71875,0.943359375,129,97.15625,39.76757813,66,2.49,2.7340625,0.882421875,0,0,1.25,0.703125,47.0575,19.60949033,0.30153125,55.1875,70.60546875
